Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
FTC,First Trust Large Cap Growth AlphaDEX Fund,59.85,$867.83M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftc
RNLC,First Trust Large Cap US Equity Select ETF,21.05,$18.95M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnlc
FTA,First Trust Large Cap Value AlphaDEX Fund,50.81,$1.12B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fta
FLN,First Trust Latin America AlphaDEX Fund,18.506,$17.58M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fln
LMBS,First Trust Low Duration Opportunities ETF,50.92,$1.86B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lmbs
FMB,First Trust Managed Municipal ETF,51.82,$458.61M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fmb
FMK,First Trust Mega Cap AlphaDEX Fund,34.21,$18.82M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fmk
FNX,First Trust Mid Cap Core AlphaDEX Fund,63.05,$813.35M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fnx
FNY,First Trust Mid Cap Growth AlphaDEX Fund,38.85,$225.33M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fny
RNMC,First Trust Mid Cap US Equity Select ETF,20.7387,$12.44M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnmc
FNK,First Trust Mid Cap Value AlphaDEX Fund,34.06,$52.79M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fnk
FAD,First Trust Multi Cap Growth AlphaDEX Fund,65.18,$179.25M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fad
FAB,First Trust Multi Cap Value AlphaDEX Fund,53.23,$85.17M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fab
MDIV,First Trust Multi-Asset Diversified Income Index Fund,17.65,$625.69M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mdiv
MCEF,First Trust Municipal CEF Income Opportunity ETF,17.12,$8.56M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mcef
FMHI,First Trust Municipal High Income ETF,49.73,$32.32M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fmhi
QABA,First Trust NASDAQ ABA Community Bank Index Fund,49.02,$308.83M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qaba
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,27.51,$30.26M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/robt
FTXO,First Trust Nasdaq Bank ETF,26.13,$215.57M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxo
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,18.771,$88.22M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qcln
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,41.6759,$29.17M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grid
CIBR,First Trust NASDAQ Cybersecurity ETF,24.26,$702.33M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cibr
FTXG,First Trust Nasdaq Food & Beverage ETF,19.93,"$996,539.86 ",n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxg
CARZ,First Trust NASDAQ Global Auto Index Fund,33.12,$16.56M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/carz
FTXN,First Trust Nasdaq Oil & Gas ETF,19.2101,$23.05M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxn
FTXH,First Trust Nasdaq Pharmaceuticals ETF,21.1353,$4.23M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxh
FTXD,First Trust Nasdaq Retail ETF,21.96,$6.59M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxd
FTXL,First Trust Nasdaq Semiconductor ETF,27.355,$20.52M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxl
FONE,First Trust NASDAQ Smartphone Index Fund,44.5922,$13.38M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fone
TDIV,First Trust NASDAQ Technology Dividend Index Fund,34.58,$850.84M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdiv
FTXR,First Trust Nasdaq Transportation ETF,23.77,$2.38M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxr
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,57.3158,$495.78M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqew
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,48.27,$82.06M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqxt
QTEC,First Trust NASDAQ-100- Technology Index Fund,70.38,$2.14B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qtec
AIRR,First Trust RBA American Industrial Renaissance ETF,24.34,$148.47M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/airr
RDVY,First Trust Rising Dividend Achievers ETF,28.62,$671.14M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rdvy
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,51.5279,$43.8M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rfap
RFDI,First Trust RiverFront Dynamic Developed International ETF,53.92,$482.58M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rfdi
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,57.2,$102.96M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rfem
RFEU,First Trust RiverFront Dynamic Europe ETF,54.517,$84.5M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rfeu
FID,First Trust S&P International Dividend Aristocrats ETF,16.495,$11.55M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fid
FTSL,First Trust Senior Loan Fund ETF,47.2699,$1.91B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftsl
FYX,First Trust Small Cap Core AlphaDEX Fund,60.29,$608.93M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fyx
FYC,First Trust Small Cap Growth AlphaDEX Fund,44.05,$392.05M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fyc
RNSC,First Trust Small Cap US Equity Select ETF,21.1068,$5.28M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnsc
FYT,First Trust Small Cap Value AlphaDEX Fund,35.275,$59.97M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fyt
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,19.66,$3.93M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sdvy
FKO,First Trust South Korea AlphaDEX Fund,22.28,$2.23M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fko
FCVT,First Trust SSI Strategic Convertible Securities ETF,28.13,$198.32M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcvt
FDIV,First Trust Strategic Income ETF,48.07,$84.12M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdiv
FSZ,First Trust Switzerland AlphaDEX Fund,44.79,$172.44M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fsz
FIXD,First Trust TCW Opportunistic Fixed Income ETF,48.61,$354.85M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fixd
TUSA,First Trust Total US Market AlphaDEX ETF,31.9224,$14.37M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tusa
FKU,First Trust United Kingdom AlphaDEX Fund,34.29,$8.57M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fku
RNDV,First Trust US Equity Dividend Select ETF,21.0252,$4.21M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rndv
FUNC,First United Corporation,18.33,$129.82M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/func
FUSB,"First US Bancshares, Inc.",8.85,$53.92M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fusb
MYFW,"First Western Financial, Inc.",12.7,$95.8M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/myfw
FCFS,"FirstCash, Inc.",86.18,$3.78B,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/fcfs
SVVC,"Firsthand Technology Value Fund, Inc.",12.5594,$91.71M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/svvc
FSV,FirstService Corporation,73.16,$2.53B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/fsv
FISV,"Fiserv, Inc.",76.87,$30.63B,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/fisv
FIVE,"Five Below, Inc.",102.83,$5.73B,2012,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/five
FPRX,"Five Prime Therapeutics, Inc.",12.04,$427.01M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fprx
FVE,Five Star Senior Living Inc.,0.4899,$24.78M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/fve
FIVN,"Five9, Inc.",37.91,$2.23B,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/fivn
FLEX,Flex Ltd.,8.25,$4.34B,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/flex
FLKS,"Flex Pharma, Inc.",0.45,$8.13M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/flks
FLXN,"Flexion Therapeutics, Inc.",15.84,$599.65M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/flxn
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,48.61,$68.05M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/skor
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,47.75,$26.26M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lkor
MBSD,FlexShares Disciplined Duration MBS Index Fund,22.82,$71.88M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mbsd
ASET,FlexShares Real Assets Allocation Index Fund,26.8045,$14.07M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aset
ESGG,FlexShares STOXX Global ESG Impact Index Fund,89.46,$76.04M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esgg
ESG,FlexShares STOXX US ESG Impact Index Fund,62.9353,$29.89M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esg
QLC,FlexShares US Quality Large Cap Index Fund,32.3092,$61.39M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qlc
FPAY,"FlexShopper, Inc.",0.72,$12.66M,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/fpay
FPAYW,"FlexShopper, Inc.",0.21,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/fpayw
FLXS,"Flexsteel Industries, Inc.",24.59,$193.15M,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/flxs
FLIR,"FLIR Systems, Inc.",45.66,$6.32B,1993,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/flir
FLNT,"Fluent, Inc.",3.63,$273.31M,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/flnt
FLDM,Fluidigm Corporation,8.26,$324.8M,2011,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/fldm
FFIC,Flushing Financial Corporation,22.78,$637.87M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffic
FNCB,FNCB Bancorp Inc.,8.48,$142.63M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fncb
FOMX,Foamix Pharmaceuticals Ltd.,3.77,$204.65M,2014,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/fomx
FOCS,Focus Financial Partners Inc.,30.85,$2.02B,2018,Finance,Investment Managers,https://www.nasdaq.com/symbol/focs
FONR,Fonar Corporation,21.98,$142.54M,1981,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/fonr
FSCT,"ForeScout Technologies, Inc.",24.47,$1.05B,2017,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/fsct
FRSX,Foresight Autonomous Holdings Ltd.,2.35,$62.01M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/frsx
FORM,"FormFactor, Inc.",14.92,$1.11B,2003,Technology,Semiconductors,https://www.nasdaq.com/symbol/form
FORTY,Formula Systems (1985) Ltd.,35.5638,$524.22M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/forty
FORR,"Forrester Research, Inc.",43.4,$792.66M,1996,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/forr
FRTA,"Forterra, Inc.",4.53,$290.84M,2016,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/frta
FTNT,"Fortinet, Inc.",67.96,$11.58B,2009,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ftnt
FBIO,"Fortress Biotech, Inc.",1.33,$75.38M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fbio
FBIOP,"Fortress Biotech, Inc.",17.58,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fbiop
FTSV,"Forty Seven, Inc.",15.33,$476.22M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ftsv
FMCI,Forum Merger II Corporation,9.62,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/fmci
FMCIU,Forum Merger II Corporation,10.14,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/fmciu
FMCIW,Forum Merger II Corporation,0.5,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/fmciw
FWRD,Forward Air Corporation,62.47,$1.83B,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/fwrd
FORD,"Forward Industries, Inc.",1.39,$13.25M,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/ford
FWP,Forward Pharma A/S,1.21,$57.52M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fwp
FOSL,"Fossil Group, Inc.",20.06,$992.08M,1993,Consumer Non-Durables,Consumer Specialties,https://www.nasdaq.com/symbol/fosl
FOXF,Fox Factory Holding Corp.,63.19,$2.4B,2013,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/foxf
FRAN,Francesca&#39;s Holdings Corporation,2.31,$83.68M,2011,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/fran
FELE,"Franklin Electric Co., Inc.",43.64,$2.04B,n/a,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/fele
FKLY,"Frankly, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fkly
FRED,"Fred&#39;s, Inc.",2.97,$110.66M,1992,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/fred
RAIL,"Freightcar America, Inc.",9.19,$114.52M,2005,Capital Goods,Railroads,https://www.nasdaq.com/symbol/rail
FEIM,"Frequency Electronics, Inc.",10.9,$95.15M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/feim
FRPT,"Freshpet, Inc.",32.91,$1.17B,2014,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/frpt
FTDR,"frontdoor, inc.",22.49,n/a,n/a,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/ftdr
FTEO,"FRONTEO, Inc.",14.6,$278.21M,2013,n/a,n/a,https://www.nasdaq.com/symbol/fteo
FTR,Frontier Communications Corporation,3.59,$378.92M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ftr
FRPH,"FRP Holdings, Inc.",49.5,$497.28M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/frph
FSBW,"FS Bancorp, Inc.",46.33,$171.82M,2012,Finance,Banks,https://www.nasdaq.com/symbol/fsbw
FSBC,"FSB Bancorp, Inc.",16.8595,$32.76M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fsbc
FTD,"FTD Companies, Inc.",2.25,$63.5M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ftd
FTEK,"Fuel Tech, Inc.",1.2,$29M,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/ftek
FCEL,"FuelCell Energy, Inc.",0.7734,$72.19M,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/fcel
FLGT,"Fulgent Genetics, Inc.",3.16,$57.1M,2016,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/flgt
FORK,Fuling Global Inc.,3.45,$54.44M,2015,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/fork
FLL,"Full House Resorts, Inc.",2.4,$64.64M,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/fll
FMAX,Full Spectrum Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fmax
FULT,Fulton Financial Corporation,16.81,$2.96B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fult
FNKO,"Funko, Inc.",15.59,$754.04M,2017,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/fnko
FSNN,"Fusion Connect, Inc.",2.2,$180.65M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/fsnn
FTFT,Future FinTech Group Inc.,1.1,$34.12M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ftft
FFHL,"Fuwei Films (Holdings) Co., Ltd.",2.08,$6.79M,2006,Capital Goods,Specialty Chemicals,https://www.nasdaq.com/symbol/ffhl
FVCB,"FVCBankcorp, Inc.",20.2,$205.61M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fvcb
WILC,"G. Willi-Food International,  Ltd.",7.01,$92.82M,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/wilc
GTHX,"G1 Therapeutics, Inc.",39.03,$1.45B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gthx
FOANC,Gabelli NextShares Trust,100.04,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/foanc
GRBIC,Gabelli NextShares Trust,99.99,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grbic
MOGLC,Gabelli NextShares Trust,100.04,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/moglc
PETZC,Gabelli NextShares Trust,100.04,$5M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/petzc
GAIA,"Gaia, Inc.",12.59,$225.36M,1999,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/gaia
GLPG,Galapagos NV,100.34,$5.46B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/glpg
GALT,Galectin Therapeutics Inc.,4.88,$200.75M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/galt
GLMD,Galmed Pharmaceuticals Ltd.,8.77,$184.2M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/glmd
GMDA,Gamida Cell Ltd.,14.9,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gmda
GLPI,"Gaming and Leisure Properties, Inc.",33.23,$7.11B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/glpi
GPIC,Gaming Partners International Corporation,8,$64.32M,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/gpic
GRMN,Garmin Ltd.,64.99,$12.27B,2000,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/grmn
GARS,Garrison Capital Inc.,7.41,$118.93M,2013,n/a,n/a,https://www.nasdaq.com/symbol/gars
GLIBA,"GCI Liberty, Inc.",44.98,$4.86B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/gliba
GLIBP,"GCI Liberty, Inc.",24.15,$866.86M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/glibp
GDS,GDS Holdings Limited,26.81,$3.15B,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/gds
GEMP,Gemphire Therapeutics Inc.,1.2,$17.12M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gemp
GENC,Gencor Industries Inc.,11.8,$171.03M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/genc
GFN,General Finance Corporation,13.17,$352.39M,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfn
GFNCP,General Finance Corporation,100.4169,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfncp
GFNSL,General Finance Corporation,25.1129,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfnsl
GENE,Genetic Technologies Ltd,1.1,$17.86M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gene
GNUS,"Genius Brands International, Inc.",2.237,$20.43M,n/a,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/gnus
GNMK,"GenMark Diagnostics, Inc.",5.02,$280.9M,2010,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/gnmk
GNCA,"Genocea Biosciences, Inc.",0.6614,$57.29M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gnca
GHDX,"Genomic Health, Inc.",73.76,$2.66B,2005,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ghdx
GNPX,"Genprex, Inc.",1.3,$19.59M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gnpx
GNST,GenSight Biologics S.A.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gnst
GNTX,Gentex Corporation,22.41,$5.87B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/gntx
THRM,Gentherm Inc,44.29,$1.55B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/thrm
GEOS,Geospace Technologies Corporation,14.12,$192.04M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/geos
GABC,"German American Bancorp, Inc.",31.15,$777.48M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/gabc
GERN,Geron Corporation,1.53,$285.11M,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gern
GEVO,"Gevo, Inc.",2.91,$25.14M,2011,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/gevo
ROCK,"Gibraltar Industries, Inc.",34.77,$1.11B,1993,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/rock
GIGM,GigaMedia Limited,2.88,$31.83M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/gigm
GIII,"G-III Apparel Group, LTD.",41.2,$2.03B,1989,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/giii
GILT,Gilat Satellite Networks Ltd.,9.61,$526.63M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/gilt
GILD,"Gilead Sciences, Inc.",66.59,$86.14B,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gild
GBCI,"Glacier Bancorp, Inc.",45.9,$3.88B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/gbci
GLAD,Gladstone Capital Corporation,8.76,$249.7M,2001,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/glad
GLADD,Gladstone Capital Corporation,24.9908,n/a,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/gladd
GLADN,Gladstone Capital Corporation,25.09,n/a,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/gladn
GOOD,Gladstone Commercial Corporation,19.03,$551.63M,2003,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/good
GOODM,Gladstone Commercial Corporation,24.99,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/goodm
GOODO,Gladstone Commercial Corporation,26.3895,$30.35M,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/goodo
GOODP,Gladstone Commercial Corporation,26.4999,$26.5M,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/goodp
GAIN,Gladstone Investment Corporation,9.67,$317.39M,2005,n/a,n/a,https://www.nasdaq.com/symbol/gain
GAINL,Gladstone Investment Corporation,25.01,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gainl
GAINM,Gladstone Investment Corporation,25.1001,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gainm
LAND,Gladstone Land Corporation,12.85,$206.51M,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/land
